,id,user_id,start_timestamp,end_timestamp,start_state,diagnoses,diagnosis_certainty,action,next_state,video_loaded_time,video_stop_time,dx_selected_time,dx_confirmed_time,ax_selected_time,browser_refreshed,corrupted_dx_suggestions,corrupted_ax_suggestions,dx_suggestions,ax_suggestions,action_idx,last_login,is_superuser,username,is_staff,is_active,study_condition,start_condition,scenario_completed,date_started,date_finished,study_management,rng_state,age_group,gender,robot_experience,date_demographics_completed,supposed_to_grab_bowl,supposed_to_go_to_couch,will_view_in_first_person,supposed_to_select_only_one_error,actions_involve_invisible_arm_motion,number_incorrect_knowledge_reviews,number_state_requests,could_identify_problems,not_sure_how_to_help,information_was_enough,actions_were_not_enough,sus_like_to_use_frequently,sus_unnecessarily_complex,sus_easy_to_use,sus_technical,sus_well_integrated,sus_inconsistency,sus_most_people_can_learn,sus_awkward,sus_confident,sus_learn_a_lot,comments,date_survey_completed,ignore_data_reason,groups,user_permissions,num_actions,noise_level,has_noise,has_dx,has_ax,has_dxax,has_ax_only,has_dx_only,has_suggestions,suggestion_type,num_optimal,num_actions_diff,frac_actions_diff,duration,dx_decision_duration,ax_decision_duration,decision_duration,frac_dx_decision_duration,frac_ax_decision_duration,chose_dx,chose_ax,optimal_dx,optimal_ax,lost_selected,cannot_move_selected,base_collision_selected,path_blocked_selected,cannot_pick_selected,cannot_see_selected,different_location_selected,object_fell_selected,battery_low_selected,video_problem_selected,none_selected,failed_to_place,gripper_empty,mislocalized,mug_visible,mug_graspable,bowl_visible,bowl_graspable,jug_visible,jug_graspable,arm_motion,robot_location,state_idx
330,321,155,2020-02-13 23:35:44.584245+00:00,2020-02-13 23:35:59.037107+00:00,"('dt', 'dt', 'gripper', 'gripper', 'gripper', 'mug', 'dt')",There is no problem,5,go_to_c,"('c', 'dt', 'gripper', 'gripper', 'gripper', 'mug', 'dt')",2020-02-13 23:35:45.411000+00:00,2020-02-13 23:35:47.523000+00:00,2020-02-13 23:35:48.963000+00:00,2020-02-13 23:35:50.958000+00:00,2020-02-13 23:35:58.186000+00:00,False,False,False,"There is no problem, The robot is lost, The robot has collided with an object",,10,2020-02-13 23:25:59.821000+00:00,False,d2vu6etaf3,False,True,2,kc.dt.occluding.above_mug.default.empty.dt,True,2020-02-13 23:28:08.443000+00:00,2020-02-13 23:36:15.114000+00:00,3,28697,5,M,1,2020-02-13 23:26:15.393000+00:00,False,True,True,False,True,0,-1,3,0,4,0,3,0,4,0,4,0,4,1,4,0,Was fun and easy,2020-02-13 23:38:00.763000+00:00,,[],[],11,0.0,False,True,False,False,False,True,True,DX,7,4,0.3076923076923077,14.452862,1.44,7.228,10.663,0.13504642220763385,0.6778580136922067,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,dt,40
331,345,157,2020-02-13 23:30:47.556174+00:00,2020-02-13 23:31:23.044524+00:00,"('kc', 'dt', 'occluding', 'above_mug', 'default', 'empty', 'dt')","The robot is stuck and cannot move to a location, The robot has collided with an object",4,at_dt,"('kc', 'dt', 'occluding', 'above_mug', 'default', 'empty', 'c')",2020-02-13 23:30:49.504000+00:00,2020-02-13 23:30:51.466000+00:00,2020-02-13 23:31:08.190000+00:00,2020-02-13 23:31:12.527000+00:00,2020-02-13 23:31:20.926000+00:00,False,False,False,,,0,2020-02-13 23:28:04.262000+00:00,False,h2uqaswnhy,False,True,1,kc.dt.occluding.above_mug.default.empty.dt,True,2020-02-13 23:30:48.501000+00:00,2020-02-13 23:39:49.838000+00:00,3,344,7,M,2,2020-02-13 23:28:23.976000+00:00,False,True,True,False,True,2,-1,2,3,2,3,3,2,2,0,1,2,3,3,2,2,none,2020-02-13 23:40:33.278000+00:00,,[],[],14,0.0,False,False,False,False,False,False,False,NONE,7,7,0.5384615384615384,35.48835,16.724,8.399,29.46,0.5676849966055668,0.28509843856076034,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,,True,False,False,False,False,False,False,False,False,kc,159
332,344,157,2020-02-13 23:31:23.044524+00:00,2020-02-13 23:31:45.208020+00:00,"('kc', 'dt', 'occluding', 'above_mug', 'default', 'empty', 'c')",There is no problem,2,go_to_kc,"('c', 'dt', 'occluding', 'above_mug', 'default', 'empty', 'c')",2020-02-13 23:31:22.888000+00:00,2020-02-13 23:31:24.828000+00:00,2020-02-13 23:31:31.511000+00:00,2020-02-13 23:31:35.525000+00:00,2020-02-13 23:31:43.206000+00:00,False,False,False,,,1,2020-02-13 23:28:04.262000+00:00,False,h2uqaswnhy,False,True,1,kc.dt.occluding.above_mug.default.empty.dt,True,2020-02-13 23:30:48.501000+00:00,2020-02-13 23:39:49.838000+00:00,3,344,7,M,2,2020-02-13 23:28:23.976000+00:00,False,True,True,False,True,2,-1,2,3,2,3,3,2,2,0,1,2,3,3,2,2,none,2020-02-13 23:40:33.278000+00:00,,[],[],14,0.0,False,False,False,False,False,False,False,NONE,7,7,0.5384615384615384,22.163496,6.683,7.681,18.378,0.3636413102622701,0.417945369463489,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,,True,True,False,False,False,False,False,False,False,kc,19
333,343,157,2020-02-13 23:31:45.208020+00:00,2020-02-13 23:32:24.316897+00:00,"('c', 'dt', 'occluding', 'above_mug', 'default', 'empty', 'c')",The robot is lost,5,look_at_kc,"('c', 'dt', 'occluding', 'above_mug', 'default', 'empty', 'c')",2020-02-13 23:31:46.568000+00:00,2020-02-13 23:32:06.306000+00:00,2020-02-13 23:32:11.311000+00:00,2020-02-13 23:32:15.711000+00:00,2020-02-13 23:32:22.245000+00:00,False,False,False,,,2,2020-02-13 23:28:04.262000+00:00,False,h2uqaswnhy,False,True,1,kc.dt.occluding.above_mug.default.empty.dt,True,2020-02-13 23:30:48.501000+00:00,2020-02-13 23:39:49.838000+00:00,3,344,7,M,2,2020-02-13 23:28:23.976000+00:00,False,True,True,False,True,2,-1,2,3,2,3,3,2,2,0,1,2,3,3,2,2,none,2020-02-13 23:40:33.278000+00:00,,[],[],14,0.0,False,False,False,False,False,False,False,NONE,7,7,0.5384615384615384,39.108877,5.005,6.534,15.939,0.3140096618357488,0.40993788819875776,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,,True,True,False,False,False,False,False,False,False,c,18
334,342,157,2020-02-13 23:32:24.316897+00:00,2020-02-13 23:32:50.387987+00:00,"('c', 'dt', 'occluding', 'above_mug', 'default', 'empty', 'c')",The robot is lost,5,at_c,"('c', 'dt', 'occluding', 'above_mug', 'default', 'empty', 'dt')",2020-02-13 23:32:24.417000+00:00,2020-02-13 23:32:26.453000+00:00,2020-02-13 23:32:31.765000+00:00,2020-02-13 23:32:38.052000+00:00,2020-02-13 23:32:48.367000+00:00,False,False,False,,,3,2020-02-13 23:28:04.262000+00:00,False,h2uqaswnhy,False,True,1,kc.dt.occluding.above_mug.default.empty.dt,True,2020-02-13 23:30:48.501000+00:00,2020-02-13 23:39:49.838000+00:00,3,344,7,M,2,2020-02-13 23:28:23.976000+00:00,False,True,True,False,True,2,-1,2,3,2,3,3,2,2,0,1,2,3,3,2,2,none,2020-02-13 23:40:33.278000+00:00,,[],[],14,0.0,False,False,False,False,False,False,False,NONE,7,7,0.5384615384615384,26.07109,5.312,10.315,21.914,0.24240211736789266,0.4707036597608834,False,False,True,True,True,False,False,False,False,False,False,False,False,False,False,,True,True,False,False,False,False,False,False,False,c,18
335,341,157,2020-02-13 23:32:50.387987+00:00,2020-02-13 23:33:12.400393+00:00,"('c', 'dt', 'occluding', 'above_mug', 'default', 'empty', 'dt')",The robot has collided with an object,3,out_of_collision,"('c', 'dt', 'occluding', 'above_mug', 'default', 'empty', 'dt')",2020-02-13 23:32:50.301000+00:00,2020-02-13 23:32:52.333000+00:00,2020-02-13 23:33:00.637000+00:00,2020-02-13 23:33:03.031000+00:00,2020-02-13 23:33:10.339000+00:00,False,False,False,,,4,2020-02-13 23:28:04.262000+00:00,False,h2uqaswnhy,False,True,1,kc.dt.occluding.above_mug.default.empty.dt,True,2020-02-13 23:30:48.501000+00:00,2020-02-13 23:39:49.838000+00:00,3,344,7,M,2,2020-02-13 23:28:23.976000+00:00,False,True,True,False,True,2,-1,2,3,2,3,3,2,2,0,1,2,3,3,2,2,none,2020-02-13 23:40:33.278000+00:00,,[],[],14,0.0,False,False,False,False,False,False,False,NONE,7,7,0.5384615384615384,22.012406,8.304,7.308,18.006,0.4611796067977341,0.40586471176274574,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,True,False,False,False,False,False,False,False,False,c,28
336,340,157,2020-02-13 23:33:12.400393+00:00,2020-02-13 23:33:41.671878+00:00,"('c', 'dt', 'occluding', 'above_mug', 'default', 'empty', 'dt')",The robot's path is blocked,4,go_to_kc,"('kc', 'dt', 'occluding', 'above_mug', 'default', 'empty', 'dt')",2020-02-13 23:33:12.891000+00:00,2020-02-13 23:33:14.945000+00:00,2020-02-13 23:33:32.807000+00:00,2020-02-13 23:33:36.119000+00:00,2020-02-13 23:33:39.624000+00:00,False,False,False,,,5,2020-02-13 23:28:04.262000+00:00,False,h2uqaswnhy,False,True,1,kc.dt.occluding.above_mug.default.empty.dt,True,2020-02-13 23:30:48.501000+00:00,2020-02-13 23:39:49.838000+00:00,3,344,7,M,2,2020-02-13 23:28:23.976000+00:00,False,True,True,False,True,2,-1,2,3,2,3,3,2,2,0,1,2,3,3,2,2,none,2020-02-13 23:40:33.278000+00:00,,[],[],14,0.0,False,False,False,False,False,False,False,NONE,7,7,0.5384615384615384,29.271485,17.862,3.505,24.679,0.7237732485108797,0.142023582803193,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,,True,False,False,False,False,False,False,False,False,c,28
337,339,157,2020-02-13 23:33:41.671878+00:00,2020-02-13 23:34:14.907003+00:00,"('kc', 'dt', 'occluding', 'above_mug', 'default', 'empty', 'dt')",The cup is not where it should be,5,go_to_dt,"('dt', 'dt', 'occluding', 'above_mug', 'default', 'empty', 'dt')",2020-02-13 23:33:43.221000+00:00,2020-02-13 23:33:59.022000+00:00,2020-02-13 23:34:03.448000+00:00,2020-02-13 23:34:07.519000+00:00,2020-02-13 23:34:12.704000+00:00,False,False,False,,,6,2020-02-13 23:28:04.262000+00:00,False,h2uqaswnhy,False,True,1,kc.dt.occluding.above_mug.default.empty.dt,True,2020-02-13 23:30:48.501000+00:00,2020-02-13 23:39:49.838000+00:00,3,344,7,M,2,2020-02-13 23:28:23.976000+00:00,False,True,True,False,True,2,-1,2,3,2,3,3,2,2,0,1,2,3,3,2,2,none,2020-02-13 23:40:33.278000+00:00,,[],[],14,0.0,False,False,False,False,False,False,False,NONE,7,7,0.5384615384615384,33.235125,4.426,5.185,13.682,0.3234907177313258,0.37896506358719484,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,,True,False,False,False,False,False,False,False,False,kc,159
338,338,157,2020-02-13 23:34:14.907003+00:00,2020-02-13 23:34:56.170441+00:00,"('dt', 'dt', 'occluding', 'above_mug', 'default', 'empty', 'dt')",The cup is not visible,4,pick_jug,"('dt', 'dt', 'gripper', 'above_mug', 'default', 'jug', 'dt')",2020-02-13 23:34:16.970000+00:00,2020-02-13 23:34:35.586000+00:00,2020-02-13 23:34:43.451000+00:00,2020-02-13 23:34:47.135000+00:00,2020-02-13 23:34:54.176000+00:00,False,False,False,,,7,2020-02-13 23:28:04.262000+00:00,False,h2uqaswnhy,False,True,1,kc.dt.occluding.above_mug.default.empty.dt,True,2020-02-13 23:30:48.501000+00:00,2020-02-13 23:39:49.838000+00:00,3,344,7,M,2,2020-02-13 23:28:23.976000+00:00,False,True,True,False,True,2,-1,2,3,2,3,3,2,2,0,1,2,3,3,2,2,none,2020-02-13 23:40:33.278000+00:00,,[],[],14,0.0,False,False,False,False,False,False,False,NONE,7,7,0.5384615384615384,41.263438,7.865,7.041,18.59,0.4230769230769231,0.3787520172135557,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,,True,False,False,False,True,False,True,True,True,dt,114
339,337,157,2020-02-13 23:34:56.170441+00:00,2020-02-13 23:35:37.669174+00:00,"('dt', 'dt', 'gripper', 'above_mug', 'default', 'jug', 'dt')",The cup cannot be picked up,5,pick_bowl,"('dt', 'dt', 'gripper', 'above_mug', 'default', 'jug', 'dt')",2020-02-13 23:34:57.911000+00:00,2020-02-13 23:35:21.664000+00:00,2020-02-13 23:35:27.180000+00:00,2020-02-13 23:35:30.327000+00:00,2020-02-13 23:35:35.674000+00:00,False,False,False,,,8,2020-02-13 23:28:04.262000+00:00,False,h2uqaswnhy,False,True,1,kc.dt.occluding.above_mug.default.empty.dt,True,2020-02-13 23:30:48.501000+00:00,2020-02-13 23:39:49.838000+00:00,3,344,7,M,2,2020-02-13 23:28:23.976000+00:00,False,True,True,False,True,2,-1,2,3,2,3,3,2,2,0,1,2,3,3,2,2,none,2020-02-13 23:40:33.278000+00:00,,[],[],14,0.0,False,False,False,False,False,False,False,NONE,7,7,0.5384615384615384,41.498733,5.516,5.347,14.01,0.39371877230549607,0.38165596002855107,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,True,dt,103
340,336,157,2020-02-13 23:35:37.669174+00:00,2020-02-13 23:36:11.337333+00:00,"('dt', 'dt', 'gripper', 'above_mug', 'default', 'jug', 'dt')",There is no problem,4,place,"('dt', 'dt', 'gripper', 'above_mug', 'default', 'empty', 'dt')",2020-02-13 23:35:38.006000+00:00,2020-02-13 23:35:40.462000+00:00,2020-02-13 23:36:01.112000+00:00,2020-02-13 23:36:04.822000+00:00,2020-02-13 23:36:09.353000+00:00,False,False,False,,,9,2020-02-13 23:28:04.262000+00:00,False,h2uqaswnhy,False,True,1,kc.dt.occluding.above_mug.default.empty.dt,True,2020-02-13 23:30:48.501000+00:00,2020-02-13 23:39:49.838000+00:00,3,344,7,M,2,2020-02-13 23:28:23.976000+00:00,False,True,True,False,True,2,-1,2,3,2,3,3,2,2,0,1,2,3,3,2,2,none,2020-02-13 23:40:33.278000+00:00,,[],[],14,0.0,False,False,False,False,False,False,False,NONE,7,7,0.5384615384615384,33.668159,20.65,4.531,28.891,0.71475546017791,0.1568308469765671,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,dt,103
341,335,157,2020-02-13 23:36:11.337333+00:00,2020-02-13 23:37:20.612361+00:00,"('dt', 'dt', 'gripper', 'above_mug', 'default', 'empty', 'dt')",The cup cannot be picked up,4,pick_bowl,"('dt', 'dt', 'gripper', 'gripper', 'default', 'bowl', 'dt')",2020-02-13 23:36:12.381000+00:00,2020-02-13 23:36:51.652000+00:00,2020-02-13 23:36:56.364000+00:00,2020-02-13 23:37:12.455000+00:00,2020-02-13 23:37:18.248000+00:00,False,False,False,,,10,2020-02-13 23:28:04.262000+00:00,False,h2uqaswnhy,False,True,1,kc.dt.occluding.above_mug.default.empty.dt,True,2020-02-13 23:30:48.501000+00:00,2020-02-13 23:39:49.838000+00:00,3,344,7,M,2,2020-02-13 23:28:23.976000+00:00,False,True,True,False,True,2,-1,2,3,2,3,3,2,2,0,1,2,3,3,2,2,none,2020-02-13 23:40:33.278000+00:00,,[],[],14,0.0,False,False,False,False,False,False,False,NONE,7,7,0.5384615384615384,69.275028,4.712,5.793,26.596,0.17716949917280794,0.21781470897879382,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,,True,False,True,False,True,True,False,False,True,dt,45
342,334,157,2020-02-13 23:37:20.612361+00:00,2020-02-13 23:37:55.907860+00:00,"('dt', 'dt', 'gripper', 'gripper', 'default', 'bowl', 'dt')",There is no problem,5,place,"('dt', 'dt', 'gripper', 'gripper', 'default', 'empty', 'dt')",2020-02-13 23:37:21.368000+00:00,2020-02-13 23:37:43.661000+00:00,2020-02-13 23:37:46.499000+00:00,2020-02-13 23:37:48.978000+00:00,2020-02-13 23:37:53.827000+00:00,False,False,False,,,11,2020-02-13 23:28:04.262000+00:00,False,h2uqaswnhy,False,True,1,kc.dt.occluding.above_mug.default.empty.dt,True,2020-02-13 23:30:48.501000+00:00,2020-02-13 23:39:49.838000+00:00,3,344,7,M,2,2020-02-13 23:28:23.976000+00:00,False,True,True,False,True,2,-1,2,3,2,3,3,2,2,0,1,2,3,3,2,2,none,2020-02-13 23:40:33.278000+00:00,,[],[],14,0.0,False,False,False,False,False,False,False,NONE,7,7,0.5384615384615384,35.295499,2.838,4.849,10.166,0.279165846940783,0.47698209718670076,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,dt,40
343,333,157,2020-02-13 23:37:55.907860+00:00,2020-02-13 23:38:46.391000+00:00,"('dt', 'dt', 'gripper', 'gripper', 'default', 'empty', 'dt')",There is no problem,5,pick_mug,"('dt', 'dt', 'gripper', 'gripper', 'gripper', 'mug', 'dt')",2020-02-13 23:37:56.947000+00:00,2020-02-13 23:38:32.056000+00:00,2020-02-13 23:38:36.248000+00:00,2020-02-13 23:38:39.093000+00:00,2020-02-13 23:38:44.287000+00:00,False,False,False,,,12,2020-02-13 23:28:04.262000+00:00,False,h2uqaswnhy,False,True,1,kc.dt.occluding.above_mug.default.empty.dt,True,2020-02-13 23:30:48.501000+00:00,2020-02-13 23:39:49.838000+00:00,3,344,7,M,2,2020-02-13 23:28:23.976000+00:00,False,True,True,False,True,2,-1,2,3,2,3,3,2,2,0,1,2,3,3,2,2,none,2020-02-13 23:40:33.278000+00:00,,[],[],14,0.0,False,False,False,False,False,False,False,NONE,7,7,0.5384615384615384,50.48314,4.192,5.194,12.231,0.342735671653994,0.4246586542392282,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,,True,False,True,True,False,False,False,False,True,dt,40
344,332,157,2020-02-13 23:38:46.391000+00:00,2020-02-13 23:39:31.532841+00:00,"('dt', 'dt', 'gripper', 'gripper', 'gripper', 'mug', 'dt')",There is no problem,5,go_to_c,"('c', 'dt', 'gripper', 'gripper', 'gripper', 'mug', 'dt')",2020-02-13 23:38:47.650000+00:00,2020-02-13 23:39:16.083000+00:00,2020-02-13 23:39:21.158000+00:00,2020-02-13 23:39:23.666000+00:00,2020-02-13 23:39:29.474000+00:00,False,False,False,,,13,2020-02-13 23:28:04.262000+00:00,False,h2uqaswnhy,False,True,1,kc.dt.occluding.above_mug.default.empty.dt,True,2020-02-13 23:30:48.501000+00:00,2020-02-13 23:39:49.838000+00:00,3,344,7,M,2,2020-02-13 23:28:23.976000+00:00,False,True,True,False,True,2,-1,2,3,2,3,3,2,2,0,1,2,3,3,2,2,none,2020-02-13 23:40:33.278000+00:00,,[],[],14,0.0,False,False,False,False,False,False,False,NONE,7,7,0.5384615384615384,45.141841,5.075,5.808,13.391,0.37898588604286465,0.4337241430811739,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,dt,40
345,350,159,2020-02-13 23:32:09.010535+00:00,2020-02-13 23:32:50.704723+00:00,"('kc', 'dt', 'default', 'default', 'default', 'empty', 'dt')","The cup is not where it should be, The cup is not visible, The cup cannot be picked up",5,look_at_c,"('kc', 'dt', 'default', 'default', 'default', 'empty', 'dt')",2020-02-13 23:32:09.769000+00:00,2020-02-13 23:32:11.712000+00:00,2020-02-13 23:32:39.448000+00:00,2020-02-13 23:32:42.997000+00:00,2020-02-13 23:32:49.119000+00:00,False,False,False,"The cup is not where it should be, The cup is not visible, The cup cannot be picked up","Navigate to Dining Table, Look at Couch, Restart the camera",0,2020-02-13 23:29:17.104000+00:00,False,r7qx8qqey3,False,True,4,kc.dt.default.default.default.empty.dt,True,2020-02-13 23:32:09.950000+00:00,2020-02-13 23:35:10.551000+00:00,3,79803,5,M,4,2020-02-13 23:29:31.767000+00:00,False,True,True,False,True,0,-1,4,0,4,0,4,0,4,0,4,0,2,0,4,1,"Very intuitive and easy to comprehend. It's a set of If, where, else commands. I'm a C# programmer so it all seemed pretty normal to me.",2020-02-13 23:36:09.071000+00:00,,[],[],5,0.0,False,True,True,True,False,False,True,DXAX,3,2,0.11764705882352941,41.694188,27.736,6.122,37.407,0.7414655011094181,0.16365920816959395,True,True,True,False,False,False,False,False,True,True,True,False,False,False,False,,True,False,False,False,False,False,False,False,False,kc,159
346,349,159,2020-02-13 23:32:50.704723+00:00,2020-02-13 23:33:23.316573+00:00,"('kc', 'dt', 'default', 'default', 'default', 'empty', 'dt')","The cup cannot be picked up, The cup is not visible, The cup is not where it should be",4,go_to_dt,"('dt', 'dt', 'default', 'default', 'default', 'empty', 'dt')",2020-02-13 23:32:52.349000+00:00,2020-02-13 23:33:07.844000+00:00,2020-02-13 23:33:12.092000+00:00,2020-02-13 23:33:16.636000+00:00,2020-02-13 23:33:21.661000+00:00,False,False,False,"The cup is not where it should be, The cup is not visible, The cup cannot be picked up","Navigate to Dining Table, Navigate to Kitchen Counter, Update robot's location belief to:  Dining Table",1,2020-02-13 23:29:17.104000+00:00,False,r7qx8qqey3,False,True,4,kc.dt.default.default.default.empty.dt,True,2020-02-13 23:32:09.950000+00:00,2020-02-13 23:35:10.551000+00:00,3,79803,5,M,4,2020-02-13 23:29:31.767000+00:00,False,True,True,False,True,0,-1,4,0,4,0,4,0,4,0,4,0,2,0,4,1,"Very intuitive and easy to comprehend. It's a set of If, where, else commands. I'm a C# programmer so it all seemed pretty normal to me.",2020-02-13 23:36:09.071000+00:00,,[],[],5,0.0,False,True,True,True,False,False,True,DXAX,3,2,0.11764705882352941,32.61185,4.248,5.025,13.817,0.30744734747050734,0.36368242020699143,True,True,True,True,False,False,False,False,True,True,True,False,False,False,False,,True,False,False,False,False,False,False,False,False,kc,159
347,348,159,2020-02-13 23:33:23.316573+00:00,2020-02-13 23:34:06.150288+00:00,"('dt', 'dt', 'default', 'default', 'default', 'empty', 'dt')",There is no problem,5,at_dt,"('dt', 'dt', 'default', 'default', 'default', 'empty', 'dt')",2020-02-13 23:33:24.883000+00:00,2020-02-13 23:33:44.410000+00:00,2020-02-13 23:33:56.524000+00:00,2020-02-13 23:33:58.876000+00:00,2020-02-13 23:34:04.612000+00:00,False,False,False,"There is no problem, The battery is low, The robot is lost","Pick up the Cup, Update robot's location belief to:  Dining Table, Navigate to Couch",2,2020-02-13 23:29:17.104000+00:00,False,r7qx8qqey3,False,True,4,kc.dt.default.default.default.empty.dt,True,2020-02-13 23:32:09.950000+00:00,2020-02-13 23:35:10.551000+00:00,3,79803,5,M,4,2020-02-13 23:29:31.767000+00:00,False,True,True,False,True,0,-1,4,0,4,0,4,0,4,0,4,0,2,0,4,1,"Very intuitive and easy to comprehend. It's a set of If, where, else commands. I'm a C# programmer so it all seemed pretty normal to me.",2020-02-13 23:36:09.071000+00:00,,[],[],5,0.0,False,True,True,True,False,False,True,DXAX,3,2,0.11764705882352941,42.833715,12.114,5.736,20.202,0.5996435996435996,0.28393228393228387,True,True,True,False,False,False,False,False,False,False,False,False,False,False,True,,True,False,True,True,True,True,True,True,False,dt,53
348,347,159,2020-02-13 23:34:06.150288+00:00,2020-02-13 23:34:17.996950+00:00,"('dt', 'dt', 'default', 'default', 'default', 'empty', 'dt')",There is no problem,5,pick_mug,"('dt', 'dt', 'default', 'default', 'gripper', 'mug', 'dt')",2020-02-13 23:34:06.835000+00:00,2020-02-13 23:34:08.976000+00:00,2020-02-13 23:34:11.876000+00:00,2020-02-13 23:34:13.477000+00:00,2020-02-13 23:34:16.573000+00:00,False,False,False,"There is no problem, There is a problem with the camera, The cup is not where it should be","Pick up the Cup, Pick up the Bowl, Look at Couch",3,2020-02-13 23:29:17.104000+00:00,False,r7qx8qqey3,False,True,4,kc.dt.default.default.default.empty.dt,True,2020-02-13 23:32:09.950000+00:00,2020-02-13 23:35:10.551000+00:00,3,79803,5,M,4,2020-02-13 23:29:31.767000+00:00,False,True,True,False,True,0,-1,4,0,4,0,4,0,4,0,4,0,2,0,4,1,"Very intuitive and easy to comprehend. It's a set of If, where, else commands. I'm a C# programmer so it all seemed pretty normal to me.",2020-02-13 23:36:09.071000+00:00,,[],[],5,0.0,False,True,True,True,False,False,True,DXAX,3,2,0.11764705882352941,11.846662,2.9,3.096,7.597,0.3817296301171515,0.40752928787679343,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,,True,False,True,True,True,True,True,True,True,dt,53
349,346,159,2020-02-13 23:34:17.996950+00:00,2020-02-13 23:34:52.263701+00:00,"('dt', 'dt', 'default', 'default', 'gripper', 'mug', 'dt')",There is no problem,5,go_to_c,"('c', 'dt', 'default', 'default', 'gripper', 'mug', 'dt')",2020-02-13 23:34:19.730000+00:00,2020-02-13 23:34:35.225000+00:00,2020-02-13 23:34:42.468000+00:00,2020-02-13 23:34:44.541000+00:00,2020-02-13 23:34:50.717000+00:00,False,False,False,"There is no problem, The cup cannot be picked up, The robot has collided with an object","Navigate to Couch, Update robot's location belief to:  Kitchen Counter, Navigate to Dining Table",4,2020-02-13 23:29:17.104000+00:00,False,r7qx8qqey3,False,True,4,kc.dt.default.default.default.empty.dt,True,2020-02-13 23:32:09.950000+00:00,2020-02-13 23:35:10.551000+00:00,3,79803,5,M,4,2020-02-13 23:29:31.767000+00:00,False,True,True,False,True,0,-1,4,0,4,0,4,0,4,0,4,0,2,0,4,1,"Very intuitive and easy to comprehend. It's a set of If, where, else commands. I'm a C# programmer so it all seemed pretty normal to me.",2020-02-13 23:36:09.071000+00:00,,[],[],5,0.0,False,True,True,True,False,False,True,DXAX,3,2,0.11764705882352941,34.266751,7.243,6.176,15.492,0.46753162922798863,0.3986573715466047,True,True,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,dt,45
350,356,162,2020-02-13 23:33:59.564837+00:00,2020-02-13 23:35:06.234880+00:00,"('dt', 'kc', 'default', 'default', 'default', 'empty', 'kc')",There is no problem,2,at_dt,"('dt', 'kc', 'default', 'default', 'default', 'empty', 'dt')",2020-02-13 23:34:02.421000+00:00,2020-02-13 23:34:04.231000+00:00,2020-02-13 23:34:49.319000+00:00,2020-02-13 23:34:52.178000+00:00,2020-02-13 23:35:05.925000+00:00,False,False,False,,,0,2020-02-13 23:29:38.891000+00:00,False,ncwnbz8a9s,False,True,1,dt.kc.default.default.default.empty.kc,True,2020-02-13 23:34:00.991000+00:00,2020-02-13 23:39:01.038000+00:00,3,64143,2,M,0,2020-02-13 23:30:19.424000+00:00,False,True,True,False,True,0,-1,3,1,3,1,4,1,3,1,3,1,3,2,3,2,,2020-02-13 23:39:39.284000+00:00,,[],[],6,0.0,False,False,False,False,False,False,False,NONE,4,2,0.125,66.670043,45.088,13.747,61.694,0.7308328200473304,0.2228255584011411,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,,True,True,False,False,False,False,False,False,False,dt,165
351,355,162,2020-02-13 23:35:06.234880+00:00,2020-02-13 23:35:54.084312+00:00,"('dt', 'kc', 'default', 'default', 'default', 'empty', 'dt')",The robot is lost,2,go_to_kc,"('kc', 'kc', 'default', 'default', 'default', 'empty', 'dt')",2020-02-13 23:35:08.737000+00:00,2020-02-13 23:35:10.536000+00:00,2020-02-13 23:35:42.959000+00:00,2020-02-13 23:35:44.271000+00:00,2020-02-13 23:35:54.010000+00:00,False,False,False,,,1,2020-02-13 23:29:38.891000+00:00,False,ncwnbz8a9s,False,True,1,dt.kc.default.default.default.empty.kc,True,2020-02-13 23:34:00.991000+00:00,2020-02-13 23:39:01.038000+00:00,3,64143,2,M,0,2020-02-13 23:30:19.424000+00:00,False,True,True,False,True,0,-1,3,1,3,1,4,1,3,1,3,1,3,2,3,2,,2020-02-13 23:39:39.284000+00:00,,[],[],6,0.0,False,False,False,False,False,False,False,NONE,4,2,0.125,47.849432,32.423,9.739,43.474,0.7458020886046833,0.22401895385747808,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,,True,False,False,False,False,False,False,False,False,dt,91
