,id,last_login,is_superuser,username,is_staff,is_active,date_joined,date_modified,study_condition,start_condition,scenario_completed,date_started,date_finished,study_management_id,rng_state,age_group,gender,robot_experience,date_demographics_completed,supposed_to_grab_bowl,supposed_to_go_to_couch,will_view_in_first_person,supposed_to_select_only_one_error,actions_involve_invisible_arm_motion,number_incorrect_knowledge_reviews,number_state_requests,could_identify_problems,not_sure_how_to_help,information_was_enough,actions_were_not_enough,sus_like_to_use_frequently,sus_unnecessarily_complex,sus_easy_to_use,sus_technical,sus_well_integrated,sus_inconsistency,sus_most_people_can_learn,sus_awkward,sus_confident,sus_learn_a_lot,comments,date_survey_completed,ignore_data_reason,noise_level,has_noise,has_dx,has_ax,has_dxax,has_ax_only,has_dx_only,has_suggestions,suggestion_type,num_actions,num_refreshes,num_optimal,num_dx_optimal,num_ax_optimal,num_dx_corrupt,num_ax_corrupt,num_dx_followed,num_ax_followed,decision_duration_sum,dx_decision_duration_sum,ax_decision_duration_sum,decision_duration_mean,dx_decision_duration_mean,ax_decision_duration_mean,decision_duration_median,dx_decision_duration_median,ax_decision_duration_median,diagnosis_certainty_sum,diagnosis_certainty_mean,diagnosis_certainty_median,num_actions_diff,frac_actions_diff,frac_dx_optimal,frac_dx_followed,frac_ax_optimal,frac_ax_followed,combo1,combo3,combo2,combo4,combo5,combo6,combo7,sus
10,91,2020-02-13 23:06:59.362000+00:00,False,4gggd47fxn,False,True,2020-04-08 22:22:17.835279+00:00,2020-04-08 22:22:17.841696+00:00,4,kc.dt.occluding.above_mug.default.empty.dt,True,2020-02-13 23:13:58.138000+00:00,2020-02-13 23:26:17.957000+00:00,3,15690,8,F,0,2020-02-13 23:07:59.313000+00:00,False,True,True,False,True,1,-1,3.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,3.0,1.0,2.0,2.0,"That was fun. It's a pretty cumbersome robot, but we've got to start somewhere! Thanks for the HIT.",2020-02-13 23:28:07.375000+00:00,,0.0,False,True,True,True,False,False,True,DXAX,15,0,7,11,7,0.0,0.0,11.0,8.0,458.935,458.935,458.935,30.595666666666666,30.595666666666666,30.595666666666666,27.59,27.59,27.59,69,4.6,5.0,8,0.6153846153846154,0.7333333333333333,0.7333333333333333,0.4666666666666667,0.5333333333333333,4.0,6.0,6.0,4.0,4.0,6.0,10.0,57.5
11,93,2020-02-13 23:07:16.577000+00:00,False,czdbtk7uz6,False,True,2020-04-08 22:22:17.868543+00:00,2020-04-08 22:22:17.874961+00:00,4,dt.kc.default.default.default.empty.kc,True,2020-02-13 23:14:30.272000+00:00,2020-02-13 23:27:12.156000+00:00,3,65404,4,F,4,2020-02-13 23:07:31.396000+00:00,False,True,True,False,True,4,-1,3.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,1.0,,2020-02-13 23:27:41.047000+00:00,,0.0,False,True,True,True,False,False,True,DXAX,18,0,4,6,4,0.0,0.0,6.0,6.0,571.3280000000001,571.3280000000001,571.3280000000001,31.74044444444445,31.74044444444445,31.74044444444445,28.639499999999998,28.639499999999998,28.639499999999998,90,5.0,5.0,14,0.875,0.3333333333333333,0.3333333333333333,0.2222222222222222,0.3333333333333333,5.0,4.0,6.0,3.0,5.0,4.0,9.0,27.5
12,99,2020-02-13 23:09:20.855000+00:00,False,cpp8jqtgfk,False,True,2020-04-08 22:22:17.968024+00:00,2020-04-08 22:22:18.048810+00:00,2,kc.dt.occluding.above_mug.default.empty.dt,False,2020-02-13 23:13:20.304000+00:00,2020-02-13 23:23:44.758000+00:00,3,62611,2,M,2,2020-02-13 23:09:45.186000+00:00,False,True,True,False,True,0,-1,1.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,,2020-02-13 23:24:09.012000+00:00,,0.0,False,True,False,False,False,True,True,DX,20,0,7,13,4,0.0,,15.0,,337.2610000000001,337.2610000000001,337.2610000000001,16.863050000000005,16.863050000000005,16.863050000000005,14.2255,14.2255,14.2255,93,4.65,5.0,13,1.0,0.65,0.75,0.2,,1.0,2.0,2.0,1.0,1.0,2.0,3.0,37.5
13,100,2020-02-13 23:09:26.735000+00:00,False,re4h9mfry3,False,True,2020-04-08 22:22:18.127145+00:00,2020-04-08 22:22:18.133389+00:00,2,kc.kc.occluding.default.default.empty.dt,True,2020-02-13 23:15:07.248000+00:00,2020-02-13 23:20:29.519000+00:00,3,8600,7,M,2,2020-02-13 23:10:18.846000+00:00,False,True,True,False,True,1,-1,3.0,1.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,"It worked exactly how I thought it would. For example, I was pretty sure that I needed to direct it to put down the jug prior to picking up the cup (but I tried it anyways).",2020-02-13 23:22:39.360000+00:00,,0.0,False,True,False,False,False,True,True,DX,7,0,4,7,4,0.0,,7.0,,161.79,161.79,161.79,23.11285714285714,23.11285714285714,23.11285714285714,15.766,15.766,15.766,33,4.714285714285714,5.0,3,0.1875,1.0,1.0,0.5714285714285714,,4.0,7.0,7.0,4.0,5.0,6.0,11.0,92.5
14,105,2020-02-13 23:10:18.396000+00:00,False,ywvwhfmfqf,False,True,2020-04-08 22:22:18.210343+00:00,2020-04-08 22:22:18.216792+00:00,1,dt.kc.default.default.default.empty.kc,False,2020-02-13 23:15:41.724000+00:00,2020-02-13 23:33:39.054000+00:00,3,50115,4,M,0,2020-02-13 23:10:58.389000+00:00,False,True,True,False,True,0,-1,0.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,2.0,0.0,1.0,1.0,0.0,1.0,,2020-02-13 23:34:09.030000+00:00,,0.0,False,False,False,False,False,False,False,NONE,20,0,4,6,3,,,,,959.9169999999999,959.9169999999999,959.9169999999999,47.99585,47.99585,47.99585,25.3545,25.3545,25.3545,62,3.1,4.0,16,1.0,0.3,,0.15,,0.0,2.0,1.0,1.0,1.0,1.0,2.0,30.0
15,106,2020-02-13 23:10:23.546000+00:00,False,rrjwq59haz,False,True,2020-04-08 22:22:18.226312+00:00,2020-04-08 22:22:18.233430+00:00,1,kc.dt.default.default.default.empty.dt,True,2020-02-13 23:14:33.008000+00:00,2020-02-13 23:18:29.085000+00:00,3,7990,3,M,0,2020-02-13 23:11:23.890000+00:00,False,True,True,False,True,0,-1,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,2020-02-13 23:19:13.356000+00:00,,0.0,False,False,False,False,False,False,False,NONE,5,0,3,5,3,,,,,126.281,126.281,126.281,25.2562,25.2562,25.2562,15.567,15.567,15.567,24,4.8,5.0,2,0.11764705882352941,1.0,,0.6,,8.0,8.0,8.0,8.0,8.0,8.0,16.0,72.5
16,107,2020-02-13 23:10:28.284000+00:00,False,rfedydbzcn,False,True,2020-04-08 22:22:18.243374+00:00,2020-04-08 22:22:18.250171+00:00,4,kc.dt.occluding.above_mug.default.empty.dt,True,2020-02-13 23:15:55.329000+00:00,2020-02-13 23:24:07.870000+00:00,3,82761,6,M,0,2020-02-13 23:11:57.460000+00:00,False,True,True,False,True,0,-1,3.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,Everything ran smoothly,2020-02-13 23:24:55.523000+00:00,,0.0,False,True,True,True,False,False,True,DXAX,8,0,7,8,7,0.0,0.0,8.0,7.0,271.519,271.519,271.519,33.939875,33.939875,33.939875,27.060000000000002,27.060000000000002,27.060000000000002,38,4.75,5.0,1,0.07692307692307693,1.0,1.0,0.875,0.875,6.0,6.0,6.0,6.0,6.0,6.0,12.0,87.5
17,108,2020-02-13 23:10:34.429000+00:00,False,r7g25t56pu,False,True,2020-04-08 22:22:18.260351+00:00,2020-04-08 22:22:18.266825+00:00,4,kc.kc.occluding.default.default.empty.dt,True,2020-02-13 23:15:08.327000+00:00,2020-02-13 23:19:10.845000+00:00,3,98140,0,U,0,2020-02-13 23:10:51.840000+00:00,False,True,True,False,True,1,-1,3.0,2.0,4.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,0.0,"Very fun and interactive HIT!!!! Best HIT I've done today, thank you!!",2020-02-13 23:20:04.607000+00:00,,0.0,False,True,True,True,False,False,True,DXAX,4,0,4,4,4,0.0,0.0,4.0,4.0,102.187,102.187,102.187,25.54675,25.54675,25.54675,18.2405,18.2405,18.2405,16,4.0,4.0,0,0.0,1.0,1.0,1.0,1.0,5.0,7.0,7.0,5.0,6.0,6.0,12.0,80.0
18,110,2020-02-13 23:10:45.913000+00:00,False,gjkez5zeh7,False,True,2020-04-08 22:22:18.293138+00:00,2020-04-08 22:22:18.300129+00:00,4,kc.dt.default.default.default.empty.dt,True,2020-02-13 23:14:41.834000+00:00,2020-02-13 23:20:28.136000+00:00,3,80305,5,F,0,2020-02-13 23:11:09.793000+00:00,False,True,True,False,True,1,-1,1.0,1.0,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,,2020-02-13 23:21:04.672000+00:00,,0.0,False,True,True,True,False,False,True,DXAX,7,0,3,6,4,0.0,0.0,6.0,4.0,204.90999999999997,204.90999999999997,204.90999999999997,29.272857142857138,29.272857142857138,29.272857142857138,30.729,30.729,30.729,24,3.4285714285714284,4.0,4,0.23529411764705882,0.8571428571428571,0.8571428571428571,0.5714285714285714,0.5714285714285714,2.0,2.0,2.0,2.0,2.0,2.0,4.0,55.0
19,113,2020-02-13 23:11:14.552000+00:00,False,44bbjs4xuh,False,True,2020-04-08 22:22:18.344215+00:00,2020-04-08 22:22:18.350162+00:00,3,dt.kc.default.default.default.empty.kc,True,2020-02-13 23:14:36.719000+00:00,2020-02-13 23:17:58.453000+00:00,3,7990,5,F,3,2020-02-13 23:11:41.087000+00:00,False,True,True,False,True,0,-1,3.0,3.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,,2020-02-13 23:18:34.284000+00:00,,0.0,False,False,True,False,True,False,True,AX,5,0,4,3,4,,0.0,,4.0,122.718,122.718,122.718,24.5436,24.5436,24.5436,23.643,23.643,23.643,16,3.2,3.0,1,0.0625,0.6,,0.8,0.8,6.0,7.0,6.0,7.0,6.0,7.0,13.0,80.0
20,114,2020-02-13 23:11:49.478000+00:00,False,5a332fbj3e,False,True,2020-04-08 22:22:18.360032+00:00,2020-04-08 22:22:18.366697+00:00,3,kc.dt.default.default.default.empty.dt,True,2020-02-13 23:18:16.781000+00:00,2020-02-13 23:23:12.654000+00:00,3,7990,8,M,0,2020-02-13 23:12:40.388000+00:00,False,True,True,False,True,4,-1,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,"It was my first time. After trying once or twice, maybe I'd get the swing of things. But maybe it's the system itself.",2020-02-13 23:24:55.483000+00:00,,0.0,False,False,True,False,True,False,True,AX,5,0,3,2,3,,0.0,,3.0,219.086,219.086,219.086,43.8172,43.8172,43.8172,42.175,42.175,42.175,18,3.6,4.0,2,0.11764705882352941,0.4,,0.6,0.6,2.0,6.0,4.0,4.0,4.0,4.0,8.0,32.5
21,118,2020-02-13 23:13:38.534000+00:00,False,ss63pjbxy4,False,True,2020-04-08 22:22:18.427849+00:00,2020-04-08 22:22:18.434825+00:00,2,kc.dt.default.default.default.empty.dt,False,2020-02-13 23:15:41.179000+00:00,2020-02-13 23:24:07.074000+00:00,3,89732,8,M,0,2020-02-13 23:14:00.843000+00:00,False,True,True,False,True,0,-1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,n/a,2020-02-13 23:24:48.943000+00:00,,0.0,False,True,False,False,False,True,True,DX,20,0,3,16,0,0.0,,16.0,,416.45400000000006,416.45400000000006,416.45400000000006,20.822700000000005,20.822700000000005,20.822700000000005,16.295499999999997,16.295499999999997,16.295499999999997,73,3.65,4.0,17,1.0,0.8,0.8,0.0,,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0
22,124,2020-02-13 23:15:51.689000+00:00,False,z4xqygttst,False,True,2020-04-08 22:22:18.527644+00:00,2020-04-08 22:22:18.534688+00:00,1,kc.dt.default.default.default.empty.dt,True,2020-02-13 23:19:13.032000+00:00,2020-02-13 23:29:39.471000+00:00,3,96034,5,M,0,2020-02-13 23:16:22.767000+00:00,False,True,True,False,True,0,-1,3.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,Moving the containers was a nice touch,2020-02-13 23:30:43.556000+00:00,,0.0,False,False,False,False,False,False,False,NONE,7,0,3,7,3,,,,,528.8,528.8,528.8,75.54285714285713,75.54285714285713,75.54285714285713,34.096,34.096,34.096,34,4.857142857142857,5.0,4,0.23529411764705882,1.0,,0.42857142857142855,,6.0,6.0,6.0,6.0,6.0,6.0,12.0,70.0
23,126,2020-02-13 23:16:28.492000+00:00,False,ah7etde886,False,True,2020-04-08 22:22:18.561421+00:00,2020-04-08 22:22:18.568089+00:00,1,dt.kc.default.default.default.empty.kc,True,2020-02-13 23:20:44.385000+00:00,2020-02-13 23:24:30.333000+00:00,3,64143,4,F,0,2020-02-13 23:18:30.356000+00:00,False,True,True,False,True,0,-1,3.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,2.0,it was interesting to use,2020-02-13 23:25:02.538000+00:00,,0.0,False,False,False,False,False,False,False,NONE,6,0,4,3,5,,,,,133.601,133.601,133.601,22.266833333333334,22.266833333333334,22.266833333333334,20.726,20.726,20.726,26,4.333333333333333,5.0,2,0.125,0.5,,0.8333333333333334,,6.0,7.0,6.0,7.0,6.0,7.0,13.0,80.0
24,128,2020-02-13 23:16:52.423000+00:00,False,n6fvq8gdn7,False,True,2020-04-08 22:22:18.594779+00:00,2020-04-08 22:22:18.601413+00:00,4,kc.dt.occluding.above_mug.default.empty.dt,True,2020-02-13 23:29:40.316000+00:00,2020-02-13 23:36:14.293000+00:00,3,82761,3,M,1,2020-02-13 23:17:19.094000+00:00,False,True,True,False,True,1,-1,3.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,,2020-02-13 23:36:56.544000+00:00,,0.0,False,True,True,True,False,False,True,DXAX,8,0,7,8,7,0.0,0.0,8.0,7.0,152.35,152.35,152.35,19.04375,19.04375,19.04375,13.286,13.286,13.286,39,4.875,5.0,1,0.07692307692307693,1.0,1.0,0.875,0.875,6.0,7.0,6.0,7.0,6.0,7.0,13.0,82.5
25,133,2020-02-13 23:19:27.595000+00:00,False,czbs979qr3,False,True,2020-04-08 22:22:18.711309+00:00,2020-04-08 22:22:18.718276+00:00,3,kc.dt.occluding.above_mug.default.empty.dt,True,2020-02-13 23:26:20.293000+00:00,2020-02-13 23:35:43.860000+00:00,3,37135,5,M,0,2020-02-13 23:20:22.514000+00:00,False,True,True,False,True,1,-1,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,"I felt that it was quite interesting, although a bit cumbersome at times. Once I got the main idea of how to use it, everything went fairly well from that point forward.",2020-02-13 23:37:57+00:00,,0.0,False,False,True,False,True,False,True,AX,9,0,7,7,7,,0.0,,7.0,351.0,351.0,351.0,39.0,39.0,39.0,23.298,23.298,23.298,44,4.888888888888889,5.0,2,0.15384615384615385,0.7777777777777778,,0.7777777777777778,0.7777777777777778,6.0,6.0,6.0,6.0,6.0,6.0,12.0,65.0
26,134,2020-02-13 23:19:34.302000+00:00,False,yzt29s7pm4,False,True,2020-04-08 22:22:18.736785+00:00,2020-04-08 22:22:18.743370+00:00,3,kc.kc.occluding.default.default.empty.dt,True,2020-02-13 23:50:06.162000+00:00,2020-02-13 23:59:03.891000+00:00,3,4448,4,F,2,2020-02-13 23:20:09.031000+00:00,False,True,True,False,True,2,-1,3.0,1.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,3.0,4.0,1.0,4.0,0.0,Great activity!,2020-02-13 23:59:52.836000+00:00,,0.0,False,False,True,False,True,False,True,AX,18,0,4,11,5,,0.0,,8.0,297.038,297.038,297.038,16.502111111111113,16.502111111111113,16.502111111111113,12.959,12.959,12.959,84,4.666666666666667,5.0,14,0.875,0.6111111111111112,,0.2777777777777778,0.4444444444444444,4.0,7.0,6.0,5.0,4.0,7.0,11.0,70.0
27,136,2020-02-13 23:20:06.506000+00:00,False,639f2jmd4n,False,True,2020-04-08 22:22:18.770006+00:00,2020-04-08 22:22:18.785012+00:00,1,kc.dt.default.default.default.empty.dt,True,2020-02-13 23:27:30.720000+00:00,2020-02-13 23:32:35.584000+00:00,3,64143,7,F,0,2020-02-13 23:20:48.214000+00:00,False,True,True,False,True,0,-1,1.0,1.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,,2020-02-13 23:33:17.759000+00:00,,0.0,False,False,False,False,False,False,False,NONE,6,0,3,5,3,,,,,211.384,211.384,211.384,35.230666666666664,35.230666666666664,35.230666666666664,23.3475,23.3475,23.3475,29,4.833333333333333,5.0,3,0.17647058823529413,0.8333333333333334,,0.5,,2.0,7.0,5.0,4.0,5.0,4.0,9.0,82.5
